class,tweet
0,my grandma used to call me a porch monkey all the time come to think of it she did refer to a broken bottle as a nigger knife 128563
1,my momma told me to tell you to mind yoooo damn motha fuckin business you 22 not knowin what it is bitch
1,my nips are freeeeezingand thats not okay because theyre slicing through my bra 128514
1,my twitter was hacked im too pussy to admit that i said it and now i want to act like i never said it
1,nah girl i aint gon be able to make it its been tight since russ loss his job you in the back like damn bitch really
0,nah its you 128514128514128514128514 yo i thought some1 photoshopped my face on that faggot smmfhi hate yall 
1,new flame the song of the yr lol that bitch super run like
1,niggas always yelling fuck bitches get money meanwhile theyre broke and still want the bitches8230
1,niggas be pressed for pussy eeeeeen nothin
1,
1,no boats and hoes please thanks mom
2,
1,on top of that she just a pregnant ass sorry hoe aint never got no money even her water broke riptallt
2,only a couple of red sox have gotten past first base im dying laughing maybe the yanks need to teach them some game
0,our people now is the time for the aryan race 2 stand up and say no more before the mongerls turn the world into a ghetto slum 1488
1,pistol whip my dickau shoot yo bitch club up sometimes freestyles be freestyles and im okay with that
1, it for me please and thanks did a pierced pussy just come across my timeline 128528
1,remy machiavelli send shots to ya belly 128553 my bitch 9994
1,
1,sorry jb fan65292really justin come back that is the top comment on a justin timberlake video with 10 million views son of a fucking bitch
1,searching the incredible story of 1 white mans quest to find the ingredients necessary to make caribbean jerked chicken in redneck land
1,selling my soul for material wishes fast cars and bitches tupac smile remix
1,shake that bear aka two rednecks having sex on a dead bear
1,shall i compare thee to a summer8217s day no a summer8217s day is not a bitch
1,she gotta shape up her pussy lips tho whole wheat organic pussy 
1,she said wigga man you richtake the durag off 
1,she was a bitch anyway
1,shes from florida so youve got to do the sniff test in those swamp pussies 128514128514128514128514128514128514128514128514128514128514128514128514128553128514128514128514128514128514128514128514128514128514
1,slow the fuck down bitch i know where you live classy young lady
1,so hes a good football playerbut he still acts like a nig
1,stop being a pussy son and shove that needle into your own hea aftereah
1,stop looking us and go eat some pussy you yuppie fucks
1,takin it straight to di why finger the pussy when i know i can put my dick in it 
1,that aint bro moves thats hoe moves
1,that girl is plain looking borderline ugly amp chunky hey at least shes got a nice smile amp a great personality
2,the devil grows inside the heas of the selfish and wicked white brown yellow and black color is not restricted
2,the water isnt yellow im a healthy student
1,these hoes aint loyal
1,these hoes keep callin but i aint pickin up127926127926
0,these sour apple bitter bitches im not fuckin wit em
1,they faggots orioles petty as fuckgot swept up outta this bitch
1,they have some ghetto ass bands gets snuck 128514128514128514128514
2,they have to that division is trash saints gon win the nfc southwatch
1,this is for all the fans that waited the bitch niggas that hated old hoes we dated look mama we8230 
1,this is for my ghetto motherfuckers missy elliott
2,this recipe calls for a leftover brownie what the hell is a leftover brownie thats just a brownie you havent eaten yet
1,those ratchet broads dont represent me but your white ass cant talk trash about them cause you on racist shit black
1,trust noneeee bitch i dont 
1,twitter is twitter bitch twitter is life
2,two roads diverged in a yellow wood and i chose the one to j246tunheimr robe frost giant
1,
1,uhuh what do we have your empty hea my empty bottle a yellow cab that you would like to catch cuz yo latest ex made u mad
1,used to have a girlfriend now all i got is hoes i was lookin for a good girl but she was fuckin on the low
1,
1,whaaaaaat lmaooo thats why i luv u fat bitches cuz yall got some big ole titties and phat booties
1,
0,we hate niggers we hate faggots and we hate spicskkk rally
0,were out here and were queer 2 4 6 hut we like it in our butt
1,
1,what i do gotta repo you as spam ladies if your head game better than your pussy
1,when im done with a hoe i pass her to the squad g
0,
0,why people think gay marriage is okay is beyond me sorry i dont want my future son seeing 2 fags walking down the street holding hands an
1,why u being such a little bitch chris you aint six bitch allisons mom
1,why would i want to play with some pussy dead snl
1,why would you wanna be the green ranger hes evil duh bitch
1,why would you want pussy on your side burns thats a good question hahahahaha 128514
1,will shank a bitch for ceviche
1,work gets me through those rough days hahaha hoes
1,wow you are a bitch yes thats already been established anything else you have to say
1,yall forget he has his brand new baby girl at home bitch the cookies are burning
2,yah has said in his word that the mtzraymegyptians are his people and ysrahal is his inheritance and the kushiteethiopians
2,
1,yo bitch on the horn tryna shoot a porn thats t shi wohy tony
1,yo can i sublet your pussy shitfahdsays
1,yo feet smell like my puss 128514128557 whut like flowers bitch 1285141285579995128553 omg
1,yo mama bitch what was the one sentence that ended your relationship
0,you aint gunna do shit spear chucker
1,you aint my bitch is my favorite response to long texts
1,you and yo boys some pussy cats
1,
1,you can pull more pussy with a dodge and collect them panties alright stormy and jake 128514128514128514
1,you can take someone out of the ghetto but you cant take the ghetto out of them
1,you dont like us colored folks what the hell youre not colored you white fucks 128514128514128514128514
1,
2,you hit no lights no line for toco bell at 2 in he morning and dianas back in her house its a miracle charlie 
1,you look cute today really helll no swerve hoe
2,you look like little birds help you get dressed in the morning
0,you ol trout mouth ass bitch deeeeaaaadd
1,you talk like a fag and your shits retarded but thats cool scro lots of tards out there living total kickass lives
1,you took our land so you could make each other retarded in diapers sureuse our imagecool redskins nfl concussion jokes
1,youre a garden rose and that bitch is a weed
1,youre fucked up no shit you dumb ass cunt now go post pictures if your flat ass titties on ig slut
1,
1,your homeboy looking bad and you giving cash to them hoes
2,your teeth are like the stars aww thanks yeah yellow and far away from each other
1,yup fuck em playing like trash clippers dont wanna play lol
1,aint it time for you hoes to get out of here lol this is what arianas mom says to us
1,are we bitches 
0,ayo i even kill handicapped and crippled bitcheslook at my scalp real close and youll see triple sixes
1,bitch freak my shit
1,bitch my vagina is a little more resilient than that 
1,but i love him nah bitch that aint love
1,but pussy is the root of all drama an attribute put up in they head by they mama
1,call me keyshawn johnson cause im catchin erry hoe
1,captain save a hoe is the most annoying phrase
1,day of judgement everybody gonna be looking at the big jumbotron watching me fuck this majjinn buu bitch
1,dont let your side bitch settle in i might have to headbutt you evelyn
1,dont show me no bitch unless she look like dolly paon
0,fuck you you pussy ass hater go suck a dick and die quick someone to me in youtube comments i think wed be good friends
2,hick and raver is a venn diagram that has a very large intersection
1,hoes suck my dick cus i look like john stockton hit em wit the choppa luke i am your fatherrr 
1,if i wasnt in a work place id deck you aye fucking right id give you a tyson 4 combo nd end you with an uppercut shut the fuck up bitch
1,if she can suck your dick with a dip in shes not only a keeper but a true redneck woman kims dad
1,im gonna rip that bitch apa rip what apa lol
1,its britney bitch the bible leviticus 758 
1,niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags
1,no pussy or not tryna go to the studio dont call my mufuckin crib like that god yo word up god i will buss yo shit god word up
1,oh ya these hoes think they cute in skin tight cat suits assuming that they bodies to boomin to dispute
1,omg this bitch is fucking stupid i swear blah blah blah a week later omg ilysm bae ur my best friend i swear
0,on my way to fuck your bitch in the name of the lord mr race
0,
1,riding with my bros still dont trust these hoes
1,this weekends going to be fabulous naa man youre seeing nae cunt if you do theyll be koed in 2 seconds flat hate u fuckgm
1,whatever you are be a good one abraham lincoln this quote is not for yall hoes
1,when guys say latinas gt they mean the kim kardashian looking girls not you bitches that shaped like a mini fridge amp smell like toillas
2,when rappers say twat it makes me feel weird 128514128514128514128557
1,you better pipe your pussy down over there 160lmao wth does that even mean
1,you fucking pussy you couldnt even beat your dick angry youtube comment
